FIELD,ID_V2,ID_V4,RA,DEC,Z_MOSFIRE,Z_MOSFIRE_ZQUAL,MASKNAME,TARGET,SLITOBJNAME,ID_x,APERTURE_NO,ID_y,Z_MOSFIRE_INITQUAL,OII3727_INTERCEPT,OII3727_INTERCEPT_ERR,OII3727_SLOPE,OII3727_SLOPE_ERR,OII3727_OBSLAM,OII3727_OBSLAM_ERR,OII3727_FWHM,OII3727_FWHM_ERR,OII3727_FLUX,OII3727_FLUX_ERR,OII3727_Z,OII3727_Z_ERR,OII3727_FLUXBAND,OII3727_FLUXBAND_ERR,OII3727_MASKEDFLUX,OII3727_MASKEDFLUX_ERR,OII3727_AEFLAG,OII3727_SLFLAG,OII3727_MEANCHISQ,OII3727_CHIFLAG,OII3727_PREFERREDFLUX,OII3727_PREFERREDFLUX_ERR,OII3730_INTERCEPT,OII3730_INTERCEPT_ERR,OII3730_SLOPE,OII3730_SLOPE_ERR,OII3730_OBSLAM,OII3730_OBSLAM_ERR,OII3730_FWHM,OII3730_FWHM_ERR,OII3730_FLUX,OII3730_FLUX_ERR,OII3730_Z,OII3730_Z_ERR,OII3730_FLUXBAND,OII3730_FLUXBAND_ERR,OII3730_MASKEDFLUX,OII3730_MASKEDFLUX_ERR,OII3730_AEFLAG,OII3730_SLFLAG,OII3730_MEANCHISQ,OII3730_CHIFLAG,OII3730_PREFERREDFLUX,OII3730_PREFERREDFLUX_ERR,NEIII3870_INTERCEPT,NEIII3870_INTERCEPT_ERR,NEIII3870_SLOPE,NEIII3870_SLOPE_ERR,NEIII3870_OBSLAM,NEIII3870_OBSLAM_ERR,NEIII3870_FWHM,NEIII3870_FWHM_ERR,NEIII3870_FLUX,NEIII3870_FLUX_ERR,NEIII3870_Z,NEIII3870_Z_ERR,NEIII3870_FLUXBAND,NEIII3870_FLUXBAND_ERR,NEIII3870_MASKEDFLUX,NEIII3870_MASKEDFLUX_ERR,NEIII3870_AEFLAG,NEIII3870_SLFLAG,NEIII3870_MEANCHISQ,NEIII3870_CHIFLAG,NEIII3870_PREFERREDFLUX,NEIII3870_PREFERREDFLUX_ERR,NEIII3969_INTERCEPT,NEIII3969_INTERCEPT_ERR,NEIII3969_SLOPE,NEIII3969_SLOPE_ERR,NEIII3969_OBSLAM,NEIII3969_OBSLAM_ERR,NEIII3969_FWHM,NEIII3969_FWHM_ERR,NEIII3969_FLUX,NEIII3969_FLUX_ERR,NEIII3969_Z,NEIII3969_Z_ERR,NEIII3969_FLUXBAND,NEIII3969_FLUXBAND_ERR,NEIII3969_MASKEDFLUX,NEIII3969_MASKEDFLUX_ERR,NEIII3969_AEFLAG,NEIII3969_SLFLAG,NEIII3969_MEANCHISQ,NEIII3969_CHIFLAG,NEIII3969_PREFERREDFLUX,NEIII3969_PREFERREDFLUX_ERR,HD4103_INTERCEPT,HD4103_INTERCEPT_ERR,HD4103_SLOPE,HD4103_SLOPE_ERR,HD4103_OBSLAM,HD4103_OBSLAM_ERR,HD4103_FWHM,HD4103_FWHM_ERR,HD4103_FLUX,HD4103_FLUX_ERR,HD4103_Z,HD4103_Z_ERR,HD4103_FLUXBAND,HD4103_FLUXBAND_ERR,HD4103_MASKEDFLUX,HD4103_MASKEDFLUX_ERR,HD4103_AEFLAG,HD4103_SLFLAG,HD4103_MEANCHISQ,HD4103_CHIFLAG,HD4103_PREFERREDFLUX,HD4103_PREFERREDFLUX_ERR,HG4342_INTERCEPT,HG4342_INTERCEPT_ERR,HG4342_SLOPE,HG4342_SLOPE_ERR,HG4342_OBSLAM,HG4342_OBSLAM_ERR,HG4342_FWHM,HG4342_FWHM_ERR,HG4342_FLUX,HG4342_FLUX_ERR,HG4342_Z,HG4342_Z_ERR,HG4342_FLUXBAND,HG4342_FLUXBAND_ERR,HG4342_MASKEDFLUX,HG4342_MASKEDFLUX_ERR,HG4342_AEFLAG,HG4342_SLFLAG,HG4342_MEANCHISQ,HG4342_CHIFLAG,HG4342_PREFERREDFLUX,HG4342_PREFERREDFLUX_ERR,OIII4364_INTERCEPT,OIII4364_INTERCEPT_ERR,OIII4364_SLOPE,OIII4364_SLOPE_ERR,OIII4364_OBSLAM,OIII4364_OBSLAM_ERR,OIII4364_FWHM,OIII4364_FWHM_ERR,OIII4364_FLUX,OIII4364_FLUX_ERR,OIII4364_Z,OIII4364_Z_ERR,OIII4364_FLUXBAND,OIII4364_FLUXBAND_ERR,OIII4364_MASKEDFLUX,OIII4364_MASKEDFLUX_ERR,OIII4364_AEFLAG,OIII4364_SLFLAG,OIII4364_MEANCHISQ,OIII4364_CHIFLAG,OIII4364_PREFERREDFLUX,OIII4364_PREFERREDFLUX_ERR,HB4863_INTERCEPT,HB4863_INTERCEPT_ERR,HB4863_SLOPE,HB4863_SLOPE_ERR,HB4863_OBSLAM,HB4863_OBSLAM_ERR,HB4863_FWHM,HB4863_FWHM_ERR,HB4863_FLUX,HB4863_FLUX_ERR,HB4863_Z,HB4863_Z_ERR,HB4863_FLUXBAND,HB4863_FLUXBAND_ERR,HB4863_MASKEDFLUX,HB4863_MASKEDFLUX_ERR,HB4863_AEFLAG,HB4863_SLFLAG,HB4863_MEANCHISQ,HB4863_CHIFLAG,HB4863_PREFERREDFLUX,HB4863_PREFERREDFLUX_ERR,OIII4960_INTERCEPT,OIII4960_INTERCEPT_ERR,OIII4960_SLOPE,OIII4960_SLOPE_ERR,OIII4960_OBSLAM,OIII4960_OBSLAM_ERR,OIII4960_FWHM,OIII4960_FWHM_ERR,OIII4960_FLUX,OIII4960_FLUX_ERR,OIII4960_Z,OIII4960_Z_ERR,OIII4960_FLUXBAND,OIII4960_FLUXBAND_ERR,OIII4960_MASKEDFLUX,OIII4960_MASKEDFLUX_ERR,OIII4960_AEFLAG,OIII4960_SLFLAG,OIII4960_MEANCHISQ,OIII4960_CHIFLAG,OIII4960_PREFERREDFLUX,OIII4960_PREFERREDFLUX_ERR,OIII5008_INTERCEPT,OIII5008_INTERCEPT_ERR,OIII5008_SLOPE,OIII5008_SLOPE_ERR,OIII5008_OBSLAM,OIII5008_OBSLAM_ERR,OIII5008_FWHM,OIII5008_FWHM_ERR,OIII5008_FLUX,OIII5008_FLUX_ERR,OIII5008_Z,OIII5008_Z_ERR,OIII5008_FLUXBAND,OIII5008_FLUXBAND_ERR,OIII5008_MASKEDFLUX,OIII5008_MASKEDFLUX_ERR,OIII5008_AEFLAG,OIII5008_SLFLAG,OIII5008_MEANCHISQ,OIII5008_CHIFLAG,OIII5008_PREFERREDFLUX,OIII5008_PREFERREDFLUX_ERR,OI6302_INTERCEPT,OI6302_INTERCEPT_ERR,OI6302_SLOPE,OI6302_SLOPE_ERR,OI6302_OBSLAM,OI6302_OBSLAM_ERR,OI6302_FWHM,OI6302_FWHM_ERR,OI6302_FLUX,OI6302_FLUX_ERR,OI6302_Z,OI6302_Z_ERR,OI6302_FLUXBAND,OI6302_FLUXBAND_ERR,OI6302_MASKEDFLUX,OI6302_MASKEDFLUX_ERR,OI6302_AEFLAG,OI6302_SLFLAG,OI6302_MEANCHISQ,OI6302_CHIFLAG,OI6302_PREFERREDFLUX,OI6302_PREFERREDFLUX_ERR,NII6550_INTERCEPT,NII6550_INTERCEPT_ERR,NII6550_SLOPE,NII6550_SLOPE_ERR,NII6550_OBSLAM,NII6550_OBSLAM_ERR,NII6550_FWHM,NII6550_FWHM_ERR,NII6550_FLUX,NII6550_FLUX_ERR,NII6550_Z,NII6550_Z_ERR,NII6550_FLUXBAND,NII6550_FLUXBAND_ERR,NII6550_MASKEDFLUX,NII6550_MASKEDFLUX_ERR,NII6550_AEFLAG,NII6550_SLFLAG,NII6550_MEANCHISQ,NII6550_CHIFLAG,NII6550_PREFERREDFLUX,NII6550_PREFERREDFLUX_ERR,HA6565_INTERCEPT,HA6565_INTERCEPT_ERR,HA6565_SLOPE,HA6565_SLOPE_ERR,HA6565_OBSLAM,HA6565_OBSLAM_ERR,HA6565_FWHM,HA6565_FWHM_ERR,HA6565_FLUX,HA6565_FLUX_ERR,HA6565_Z,HA6565_Z_ERR,HA6565_FLUXBAND,HA6565_FLUXBAND_ERR,HA6565_MASKEDFLUX,HA6565_MASKEDFLUX_ERR,HA6565_AEFLAG,HA6565_SLFLAG,HA6565_MEANCHISQ,HA6565_CHIFLAG,HA6565_PREFERREDFLUX,HA6565_PREFERREDFLUX_ERR,NII6585_INTERCEPT,NII6585_INTERCEPT_ERR,NII6585_SLOPE,NII6585_SLOPE_ERR,NII6585_OBSLAM,NII6585_OBSLAM_ERR,NII6585_FWHM,NII6585_FWHM_ERR,NII6585_FLUX,NII6585_FLUX_ERR,NII6585_Z,NII6585_Z_ERR,NII6585_FLUXBAND,NII6585_FLUXBAND_ERR,NII6585_MASKEDFLUX,NII6585_MASKEDFLUX_ERR,NII6585_AEFLAG,NII6585_SLFLAG,NII6585_MEANCHISQ,NII6585_CHIFLAG,NII6585_PREFERREDFLUX,NII6585_PREFERREDFLUX_ERR,SII6718_INTERCEPT,SII6718_INTERCEPT_ERR,SII6718_SLOPE,SII6718_SLOPE_ERR,SII6718_OBSLAM,SII6718_OBSLAM_ERR,SII6718_FWHM,SII6718_FWHM_ERR,SII6718_FLUX,SII6718_FLUX_ERR,SII6718_Z,SII6718_Z_ERR,SII6718_FLUXBAND,SII6718_FLUXBAND_ERR,SII6718_MASKEDFLUX,SII6718_MASKEDFLUX_ERR,SII6718_AEFLAG,SII6718_SLFLAG,SII6718_MEANCHISQ,SII6718_CHIFLAG,SII6718_PREFERREDFLUX,SII6718_PREFERREDFLUX_ERR,SII6733_INTERCEPT,SII6733_INTERCEPT_ERR,SII6733_SLOPE,SII6733_SLOPE_ERR,SII6733_OBSLAM,SII6733_OBSLAM_ERR,SII6733_FWHM,SII6733_FWHM_ERR,SII6733_FLUX,SII6733_FLUX_ERR,SII6733_Z,SII6733_Z_ERR,SII6733_FLUXBAND,SII6733_FLUXBAND_ERR,SII6733_MASKEDFLUX,SII6733_MASKEDFLUX_ERR,SII6733_AEFLAG,SII6733_SLFLAG,SII6733_MEANCHISQ,SII6733_CHIFLAG,SII6733_PREFERREDFLUX,SII6733_PREFERREDFLUX_ERR,NIIHA,NIIHA_ERR,TDHST_VERSION,HA_SNR,NII_SNR,log_NII_Ha,log_OIII_Hb,BPT_class,O3N2,OH12
b'AEGIS  ',12870,36257,214.71847534,52.79872513,2.130651,7,b'ae2_03  ',1,12870,12870,1,12870,0,-15.382224,8.0374629,0.0013059761,0.00068702517,11669.923,1.0100508,7.5277491,1.5435472,2.2303295e-17,6.0247431e-18,2.1311,0.00027100178,3.7052515e-17,8.8434265e-18,2.1899451e-17,6.0107792e-18,0,0.0,0.602216,0.0,3.7052515e-17,7.88556e-18,-15.382224,8.0374629,0.0013059761,0.00068702517,11678.113,1.7757451,7.5333236,1.5446903,2.5861069e-17,5.1973409e-18,2.1309788,0.00047608894,3.7052515e-17,8.8434265e-18,2.553047e-17,5.1770036e-18,0,0.0,0.882117,1.0,3.7052515e-17,7.88556e-18,-5.3933686,4.4014426,0.00045645316,0.00036280326,12115.702,6.4485879,7.4423696,3.1564277,4.3059359e-18,1.2809704e-17,2.1307856,0.001666362,4.2835865e-18,1.3433742e-17,4.776438e-18,1.293501e-17,0,3.01818,0.642042,0.0,4.3059359e-18,1.2809704e-17,6.8337866,4.396962,-0.00053861523,0.00035429764,12422.799,4.4178455,7.50495,2.9839992,8.2443941e-18,5.9446663e-18,2.1302802,0.0011132028,5.1382977e-18,7.1738879e-18,1.0746807e-17,9.3303333e-18,0,1.54291,0.594951,0.0,8.2443941e-18,5.9446663e-18,-19.398305,25.439878,0.0015046503,0.0019771604,12845.152,1.0819804,6.8897387,2.1179928,1.3218325e-17,4.2230126e-18,2.1307554,0.00026371164,1.1584432e-17,5.6886511e-18,1.305756e-17,9.6459399e-18,0,0.503319,0.534502,0.0,1.3218325e-17,4.2230126e-18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-7.2403558,3.6613654,0.00049423832,0.00024022914,15222.244,1.0754708,11.284441,1.0306668,1.3049149e-17,1.7853289e-18,2.1304035,0.00022116696,1.4996017e-17,3.2665893e-18,1.3050646e-17,1.7938341e-18,0,0.000132194,0.484801,0.0,1.3049149e-17,1.7853289e-18,-0.35362369,4.4340689,4.3612715e-05,0.00028633242,15529.276,0.77789873,11.3784,0.69130917,1.8471743e-17,1.6305244e-18,2.1307163,0.0001568251,3.038973e-17,9.6893123e-18,1.8584537e-17,1.5782176e-18,0,0.0455229,1.26908,2.0,3.038973e-17,1.6305244e-18,6.9428252,5.1352309,-0.0004228938,0.00032669799,15679.071,0.24038055,11.672996,0.082212222,4.6416571e-17,1.6048051e-18,2.1306548,4.799701e-05,4.6932754e-17,1.9300717e-18,4.6268116e-17,1.6079391e-18,0,0.0,1.13,0.0,4.6416571e-17,1.6048051e-18,-3.9589811,16.509891,0.00020211904,0.00083612833,19730.911,2.7920325,8.7816208,1.6751287,7.4792022e-18,3.2852417e-18,2.1308739,0.00044303588,5.1740727e-18,4.9573925e-18,1.23199e-17,1.2870269e-17,0,0.262289,0.321959,0.0,7.4792022e-18,3.2852417e-18,-0.32902616,2.2130844,2.3073339e-05,0.00010768037,20508.976,4.1853284,8.9692942,1.6852762,3.5044808e-18,2.2080032e-18,2.1312084,0.00063899511,-1.793464e-18,6.4501767e-18,3.7150553e-18,2.1629583e-18,0,0.560788,0.303938,0.0,3.5044808e-18,2.2080032e-18,-0.32902616,2.2130844,2.3073339e-05,0.00010768037,20549.755,0.63063981,11.108112,0.81262683,4.4769481e-17,4.2750068e-18,2.1303895,9.6066753e-05,4.1856209e-17,1.5713677e-17,4.4636504e-17,4.4048731e-18,0,0.0156378,0.373935,0.0,4.4769481e-17,4.2750068e-18,-0.32902616,2.2130844,2.3073339e-05,0.00010768037,20615.24,2.1078739,10.232956,1.863607,7.4469564e-18,1.6910104e-18,2.1305079,0.00032008922,5.2747012e-18,3.1460491e-18,7.5333062e-18,1.6922208e-18,0,0.0,0.771628,0.0,7.4469564e-18,1.6910104e-18,2.0048403,3.1809642,-8.7664599e-05,0.00015126962,21032.32,4.2573615,8.8498519,1.7977757,3.1752976e-18,2.887401e-18,2.1306043,0.00063369682,2.4476967e-18,3.1952778e-18,4.9262834e-18,1.2273147e-17,0,0.470173,0.184568,0.0,3.1752976e-18,2.887401e-18,2.0048403,3.1809642,-8.7664599e-05,0.00015126962,21079.029,2.2537399,9.5964732,1.8682563,6.9849554e-18,2.1526471e-18,2.130856,0.00033474669,6.2867499e-18,3.4819305e-18,7.2304095e-18,2.4409774e-18,0,0.0227479,0.469517,0.0,6.9849554e-18,2.1526471e-18,0.16739444,0.039770561,b'2.1',10.472376558558924,4.403850147816951,-0.7790032485897023,0.551090863934785,Star-forming,1.3300941125244874,8.304369883992164
b'AEGIS  ',12528,34966,214.73649597,52.80632401,1.4176809,7,b'ae2_03  ',1,12528,12528,1,12528,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,18.806113,6.6548312,-0.001566036,0.00056555056,11755.233,2.3068797,4.4336683,0.36726049,1.3647127e-17,8.4297174e-18,1.4174243,0.00047440207,1.2972707e-17,5.7632968e-18,1.3256823e-17,8.6873044e-18,0,1.23301e-05,2.14715,1.0,1.3647127e-17,8.4297174e-18,-16.712883,7.7401872,0.0014193105,0.00064764836,11993.012,0.61184518,5.6919465,1.4455482,2.2111058e-17,5.2981141e-18,1.4178021,0.00012334855,2.3458706e-17,9.7225347e-18,1.7998849e-17,2.2519511e-18,0,0.0529404,0.339559,0.0,2.2111058e-17,5.2981141e-18,-6.3321466,8.3176056,0.00055404325,0.00068423952,12108.319,0.11908683,6.8437832,0.23723314,7.1781292e-17,2.5607202e-18,1.4176794,2.3778178e-05,7.0548893e-17,2.8900767e-18,7.1721736e-17,2.6200997e-18,0,0.0,0.823292,1.0,7.1781292e-17,2.5607202e-18,-10.101985,14.104321,0.00067755024,0.00092570949,15237.72,4.1948994,6.1084512,0.97057187,1.0264161e-17,1.390807e-17,1.4179005,0.00066564089,1.7582896e-17,1.3317801e-17,6.7508366e-19,3.5356703e-18,0,1.33308,0.737325,0.0,1.0264161e-17,1.390807e-17,3.5385717,2.6941546,-0.00021268431,0.00016948489,15835.041,4.2201537,6.7275254,1.1798234,4.2272036e-18,1.168781e-17,1.4176152,0.00064431206,-1.5800083e-17,1.7454247e-17,1.3248967e-17,1.0480138e-17,0,2.62021,0.589143,0.0,4.2272036e-18,1.168781e-17,3.5385717,2.6941546,-0.00021268431,0.00016948489,15871.087,0.24854394,7.8990325,0.25281892,7.2256507e-17,5.0896603e-18,1.4176777,3.7861246e-05,6.9815547e-17,6.2210726e-18,6.2473166e-17,1.7117987e-17,0,0.119046,0.944426,0.0,7.2256507e-17,5.0896603e-18,3.5385717,2.6941546,-0.00021268431,0.00016948489,15922.017,0.7191297,6.1292764,0.99784676,5.6781159e-18,1.1624691e-18,1.4178229,0.00010920277,4.148788e-18,3.6091464e-18,1.5785668e-17,1.0940324e-17,0,0.0237509,1.28512,0.0,5.6781159e-18,1.1624691e-18,-3.21897,3.0286816,0.00020685597,0.00018632562,16244.025,0.72370764,7.1992595,0.98763153,1.3554644e-17,2.1951743e-18,1.4178794,0.00010772194,2.1230795e-17,9.4094489e-18,1.3302898e-17,2.1654388e-18,0,0.0462081,0.325134,0.0,1.3554644e-17,2.1951743e-18,-3.21897,3.0286816,0.00020685597,0.00018632562,16276.523,2.3427943,6.7438781,1.1482378,3.8623122e-18,1.3758061e-18,1.4175425,0.00034797388,3.4316559e-18,2.2779161e-18,4.2691744e-18,1.6357712e-18,0,0.0965931,0.320478,0.0,3.8623122e-18,1.3758061e-18,0.078958356,0.016987571,b'2.1',14.196724877689775,4.884530608168424,-1.1046727102511016,0.7209700378778736,Star-forming,1.8256427481289752,8.145794320598728
b'AEGIS  ',11578,32354,214.74291992,52.79995728,2.132772,7,b'ae2_03  ',1,11578,11578,1,11578,0,-22.684906,8.3622871,0.0019568721,0.0007121884,11675.598,0.28009733,5.5470789,0.21700709,4.7329847e-17,3.6337026e-18,2.1326226,7.5151544e-05,6.1737702e-17,6.2517903e-18,4.7212298e-17,3.6098799e-18,0,0.0,0.543781,0.0,1.0415909e-16,9.27741e-18,-22.684906,8.3622871,0.0019568721,0.0007121884,11684.55,0.26970142,5.5511867,0.21716779,5.6829247e-17,4.2889702e-18,2.1327047,7.2308723e-05,6.1737702e-17,6.2517903e-18,5.6691655e-17,4.2923946e-18,0,0.0,0.28356,0.0,1.0415909e-16,9.27741e-18,3.4699151,4.6942243,-0.0002501593,0.00038672095,12125.961,5.828763,5.3827416,1.6057564,5.8497239e-18,5.8097908e-18,2.1334364,0.0015061947,-2.6135594e-18,1.7428791e-17,5.5335819e-18,6.1366141e-18,0,1.5162,0.74933,0.0,5.8497239e-18,5.8097908e-18,-2.6943482,5.171552,0.00024622434,0.00041664711,12430.984,6.0926682,6.5594277,1.6809898,-6.6661027e-18,8.0658562e-18,2.1323426,0.0015352224,-1.5283167e-17,1.5074004e-17,-5.1295889e-18,7.0469526e-18,0,1.14352,0.481464,0.0,-6.6661027e-18,8.0658562e-18,-11.475598,25.842977,0.00091214615,0.0020003812,12854.06,1.0558004,5.9909516,1.712292,9.0291565e-18,2.4718692e-18,2.1329266,0.00025733078,8.6146585e-18,3.7348108e-18,8.0710775e-18,2.4420278e-18,0,0.033979,0.498029,0.0,9.0291565e-18,2.4718692e-18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-3.8056417,5.5166311,0.00026938162,0.00036205997,15233.425,0.35235805,5.7949802,0.47469368,2.4719613e-17,2.680602e-18,2.1327029,7.2461251e-05,2.2570608e-17,1.3008342e-17,2.5356552e-17,3.1132719e-18,0,0.0209572,0.37161,0.0,2.4719613e-17,2.680602e-18,-6.8768399,7.1921436,0.00046883679,0.00046439082,15542.413,4.8134538,6.671388,1.1801092,1.7213791e-17,1.6907498e-17,2.1333646,0.0009703967,1.6289849e-17,1.549656e-17,2.6431687e-18,7.880262e-18,0,1.03822,0.0331958,0.0,1.7213791e-17,1.6907498e-17,13.041762,7.7496119,-0.00080990528,0.00049286436,15689.674,0.090779351,6.9168179,0.25183173,8.2880773e-17,2.4720472e-18,2.1327719,1.8125998e-05,8.4866679e-17,3.3118526e-18,8.3188255e-17,2.4772505e-18,0,0.0,0.469164,0.0,8.2880773e-17,2.4720472e-18,23.889158,21.151402,-0.0012001378,0.0010695931,19742.36,6.2085778,7.551796,0.34045679,-1.8728312e-19,1.1762728e-17,2.1326905,0.00098516861,-3.2699269e-18,8.9809723e-18,1.7011415e-17,3.0688971e-17,0,0.969629,0.152224,0.0,-1.8728312e-19,1.1762728e-17,-2.0165783,2.995689,0.00010727084,0.00014566154,20517.591,1.8045401,7.4486365,0.34708094,6.7297166e-18,2.5597516e-18,2.1325236,0.00027550819,-2.7152098e-19,5.2027193e-18,6.9019171e-18,2.6060394e-18,0,0.0,0.570224,0.0,6.7297166e-18,2.5597516e-18,-2.0165783,2.995689,0.00010727084,0.00014566154,20566.053,0.62793037,7.8710813,0.34836353,9.0781664e-17,1.7295357e-17,2.1328723,9.5654017e-05,9.9225385e-17,1.8657912e-17,8.5257357e-17,9.1336561e-17,0,0.302846,0.347437,0.0,9.0781664e-17,1.7295357e-17,-2.0165783,2.995689,0.00010727084,0.00014566154,20630.752,1.7911374,7.9311718,0.37973611,1.0187967e-17,2.079161e-18,2.1328634,0.00027199149,1.336744e-17,3.451432e-18,1.0260659e-17,2.0801891e-18,0,0.0,0.603744,0.0,1.0187967e-17,2.079161e-18,-0.98656736,3.9706709,5.4904482e-05,0.00018867574,21046.105,0.89849102,7.4503913,0.35462715,9.3805085e-18,1.9715287e-18,2.1326562,0.00013373797,7.8458778e-18,2.9697497e-18,9.5117967e-18,1.9679598e-18,0,0.0,0.624965,0.0,9.3805085e-18,1.9715287e-18,-0.98656736,3.9706709,5.4904482e-05,0.00018867574,21091.361,2.7999381,7.9056344,0.38567661,1.2032588e-17,4.0714189e-18,2.1326877,0.00041587319,1.4558665e-17,5.0343269e-18,1.1611571e-17,3.9689229e-18,0,0.000383209,0.632569,0.0,1.2032588e-17,4.0714189e-18,0.1145807,0.031074758,b'2.1',5.2489037375753504,4.90003756322863,-0.9499106094002181,0.525412125597011,Star-forming,1.475322734997229,8.257896724800887
