FIELD,MASKNAME,ID,SLITOBJNAME,APERTURE_NO,Z_MOSFIRE,HA6565_FLUX,HB4863_FLUX,OIII5008_FLUX,NII6585_FLUX,log_NII_HA,log_OIII_HB,BPT_Class,O3N2,Metallicity_PP04_O3N2,Metallicity_err,HaHb,EBV_gas,A_V,A_V_clipped,HA_flux_corr,L_Ha,SFR,logSFR
AEGIS  ,ae2_03  ,5984,5889,2,2.0526319,5.1067574e-17,9.274183e-18,3.403134e-17,5.8656573e-18,-0.9398285410827237,0.5646033887534119,Star-forming,1.5044319298361355,8.248581782452437,0.19575880691455144,5.506422937740176,0.6079135310514315,1.8845319462594379,1.8845319462594379,2.1054926045245904e-16,6.806423337958295e+42,53.77074436987053,1.7305460486305437
AEGIS  ,ae2_03  ,5814,5814,1,2.130182,4.489758e-17,1.2820121e-17,3.8767576e-17,8.2821023e-18,-0.7340823423866344,0.4805765227528846,Star-forming,1.214658865139519,8.341309163155355,0.04234652203288215,3.502118271738621,0.18795892229939926,0.5826726591281377,0.5826726591281377,6.957246041040682e-17,2.4617627341884084e+42,19.447925600088425,1.2888732844031086
AEGIS  ,ae2_03  ,5215,5215,1,2.3012815,5.4217495e-17,1.3445956e-17,6.8050641e-17,5.5883441e-18,-0.9868563083171398,0.7042405346228481,Star-forming,1.691096842939988,8.188849010259204,0.05055035261279918,4.032252894476227,0.31876437864331886,0.9881695737942885,0.9881695737942885,1.1395384910987017e-16,4.865397505891675e+42,38.43664029654423,1.5847454194637558
AEGIS  ,ae2_03  ,4699,4699,1,1.3548987,6.3672165e-17,9.8693586e-17,9.4746495e-17,1.4101294e-17,-0.6546906497701213,-0.017725776326663212,Star-forming,0.6369648734434581,8.526171240498094,0.07608840143758039,0.6451499796552128,-1.381849028236612,-4.283731987533497,0.0,6.3672165e-17,7.429631861185417e+41,5.869409170336479,0.7685943862600704
AEGIS  ,ae2_03  ,4530,4530,1,2.4348135,4.6451005e-17,1.6277206e-17,5.3989037e-17,6.7416338e-18,-0.8382299563895649,0.5207257212160327,Star-forming,1.3589556776055975,8.295134183166208,0.07587380266429229,2.8537455998283736,-0.002031577491557086,-0.006297890223826967,0.0,4.6451005e-17,2.2739787486225687e+42,17.964432114118292,1.2544134929794144
AEGIS  ,ae2_03  ,4157,4157,1,2.2286801,2.1631149e-17,1.4088315e-17,1.3392973e-17,1.5118148e-18,-1.1555809962607104,-0.02198206013247452,Star-forming,1.133598936128236,8.367248340438964,0.2550739867844446,1.535396461535677,-0.5772339695068217,-1.7894253054711473,0.0,2.1631149e-17,8.54375272961876e+41,6.74956465639882,0.8292757619538444
AEGIS  ,ae2_03  ,3590,3590,1,2.373636,4.3325726e-17,1.4532944e-17,2.5310209e-17,1.4695847e-17,-0.46955122699141627,0.2409421312938384,Composite,0.7104933582852546,8.50264212534872,0.03772821167991598,2.9812077993282022,0.03851755473546738,0.11940441967994887,0.11940441967994887,4.739424554138126e-17,2.1813935531624495e+42,17.23300906998335,1.2363611165884876
AEGIS  ,ae2_03  ,3393,3393,1,2.2962606,1.5515034e-16,4.1809741e-17,1.4630308e-16,2.6033667e-17,-0.7752173862125544,0.5439759918485114,Star-forming,1.3191933780610658,8.307858119020459,0.04990947675148126,3.710865848224221,0.2416863702836591,0.7492277478793432,0.7492277478793432,2.7248295369947962e-16,1.1572460569476683e+43,91.42243849886579,1.9610528009882908
AEGIS  ,ae2_03  ,2838,2838,1,2.084818,5.5184521e-17,2.0111844e-17,7.8513906e-17,2.7065331e-18,-1.3094039345033037,0.591494691981639,Star-forming,1.9008986264849428,8.121712439524819,0.11845569010475712,2.7438817146751933,-0.03846292219071522,-0.11923505879121718,0.0,5.5184521e-17,1.8529063591560992e+42,14.637960237333184,1.165480563102924
AEGIS  ,ae2_03  ,905,905,1,2.187683,2.0286397e-16,6.3159737e-17,2.1322937e-16,1.8905154e-17,-1.0306247008290483,0.5284067108437174,Star-forming,1.5590314116727657,8.231109948264715,0.01658747860778814,3.2119191693277633,0.10768926116633941,0.33383670961565215,0.33383670961565215,2.607272671655735e-16,9.843470379119024e+42,77.76341599504029,1.8907753300459322
AEGIS  ,ae2_03  ,1361,1361,1,2.183577,1.5931581e-16,6.887815e-17,4.0955044e-16,9.0160511e-18,-1.2472425114757117,0.7742259229770202,Star-forming,2.021468434452732,8.083130100975126,0.022072745817459497,2.313009423162498,-0.19698425437225406,-0.6106511885539876,0.0,1.5931581e-16,5.987367497241778e+42,47.300203228210044,1.674863006714568
COSMOS ,co2_01  ,1446,1446,1,2.4357958,4.344967e-17,9.8742322e-18,3.1803476e-17,7.7091685e-18,-0.7509789441440613,0.5079712535626744,Star-forming,1.2589501977067357,8.327135936733844,0.07498233189733484,4.40030871463606,0.399822891963449,1.2394509650866918,1.2394509650866918,1.1030806059161786e-16,5.405337715329498e+42,42.70216795110303,1.6304499243294823
COSMOS ,co2_01  ,3284,3284,1,2.3072162,1.4321874e-16,2.8876648e-17,3.1268145e-17,3.3672919e-17,-0.6287190829511474,0.03455533830733458,Star-forming,0.663274421258482,8.517752185197287,0.033125657003445406,4.959673297260818,0.510869736180668,1.5836961821600708,1.5836961821600708,4.709773498386042e-16,2.0235071670893068e+43,159.85706620005524,2.203731838254659
COSMOS ,co2_01  ,3106,3106,1,2.1064723,2.4841033e-17,1.1462362e-18,3.2077782e-17,1.3940987e-17,-0.25087612954688737,1.4469302115421048,AGN,1.697806341088992,8.186701970851523,0.39677007082666416,21.671827324944022,1.8793365354122766,5.825943259778057,5.825943259778057,1.9817927057616284e-15,6.823830904952817e+43,539.0826414912725,2.7316553477330574
COSMOS ,co2_01  ,2335,2335,1,2.3074293,1.2927006e-16,2.0106658e-17,5.6354489e-17,1.5659376e-17,-0.9167234982271123,0.44758862518188447,Star-forming,1.3643121234089968,8.293420120509122,0.05620517519788782,6.42921663063051,0.7516923639067394,2.3302463281108925,2.3302463281108925,7.450932390750733e-16,3.201936661295756e+43,252.95299624236472,2.4030398280174414
COSMOS ,co2_01  ,5791,5791,1,2.435387,6.1919717e-17,1.4562632e-17,1.3925808e-16,3.7613711e-18,-1.216482779374059,0.9805805281490062,AGN,2.1970633075230652,8.026939741592619,0.08105807648184145,4.251959192541568,0.3679979800736313,1.1407937382282571,1.1407937382282571,1.459630462778305e-16,7.149602643396176e+42,56.481860882829785,1.7519089967872152
COSMOS ,co2_01  ,3117,3117,1,2.173245,4.6179159e-17,1.1502027e-17,3.3693234e-17,5.1148688e-18,-0.9556115211910483,0.46676831542563807,Star-forming,1.4223798366166864,8.27483845228266,0.05651639873745099,4.0148713787578485,0.3147555631656056,0.9757422458133774,0.9757422458133774,9.615650050519994e-17,3.5722697666144696e+42,28.22093115625431,1.4505713393032118
COSMOS ,co2_01  ,4837,4837,1,2.4399252,5.7074684e-17,3.3361968e-18,1.5428386e-18,1.712878e-17,-0.5227170842762562,-0.33493116559498354,Star-forming,0.18778591868127265,8.669908506021994,0.15333183650863336,17.10770899366608,1.6598842330399637,5.145641122423887,5.145641122423887,2.7305262719610006e-15,1.3435186265097106e+44,1061.3797149426714,3.0258707831495495
COSMOS ,co2_01  ,3623,3623,1,2.3246946,9.0455177e-17,2.8716964e-17,1.2423843e-16,5.5995247e-18,-1.2082822630840224,0.6361174308386558,Star-forming,1.844399693922678,8.139792097944744,0.037527231969543544,3.1498864921793266,0.08959160451254594,0.27773397398889244,0.27773397398889244,1.1145514765307412e-16,4.877081743261259e+42,38.528945771763944,1.5857871260187286
COSMOS ,co2_01  ,5048,5048,1,2.0993202,3.4212306e-17,1.127833e-17,6.1670754e-17,4.641958e-18,-0.8674811410874951,0.737834460493966,AGN,1.6053156015814611,8.216299007493934,0.35500927455375525,3.033454952993927,0.054639993370121764,0.1693839794473775,0.1693839794473775,3.8857783216238114e-17,1.3269352278770318e+42,10.48278830022855,1.0204768153137775
COSMOS ,co2_01  ,5070,5048,2,2.0812836,2.3745351e-17,5.8780227e-18,2.2810383e-17,5.4972669e-19,-1.635431770555015,0.5889013184855996,Star-forming,2.2243330890406146,8.018213411507004,0.5416879809198668,4.039683446612073,0.320472866648482,0.9934658866102942,0.9934658866102942,5.010685384114214e-17,1.6754736213051106e+42,13.236241608310372,1.1217646859733328
COSMOS ,co2_01  ,2832,2832,1,2.1733532,6.507944e-17,3.2997963e-17,3.6783534e-17,1.0251718e-17,-0.8026471559498307,0.047166320771785314,Star-forming,0.849813476721616,8.458059687449083,0.06897342907959379,1.9722259825553474,-0.34489178874237986,-1.0691645451013776,0.0,6.507944e-17,2.418031951350153e+42,19.10245241566621,1.2810891265262703
COSMOS ,co2_01  ,4019,4019,1,2.097943,3.6055279e-17,1.7000255e-17,1.1188706e-17,1.0847167e-17,-0.5216525340451739,-0.18167557348597219,Star-forming,0.3399769605592017,8.621207372621056,0.06599123963454417,2.1208669517016068,-0.27746283834153007,-0.8601347988587432,0.0,3.6055279e-17,1.2292671053349912e+42,9.71121013214643,0.9872733515318041
COSMOS ,co2_01  ,4555,4555,1,2.197014,6.7873916e-17,1.3606661e-17,5.6963443e-17,5.399495e-18,-1.0993497632795037,0.6218446663749959,Star-forming,1.7211944296544996,8.17921778251056,0.06901704369310291,4.988285957884892,0.5162079245826433,1.6002445662061944,1.6002445662061944,2.259983801313591e-16,8.62110841292388e+42,68.10675646209864,1.833190197796118
COSMOS ,co2_01  ,3907,3907,1,2.3014438,3.9898637e-17,1.3992956e-17,7.9958458e-17,9.879187e-19,-1.6062368536276974,0.7569549416296683,Star-forming,2.363191795257366,7.973778625517643,0.24175428779705782,2.8513372728392774,-0.002815046776196166,-0.008726645006208114,0.0,3.9898637e-17,1.703812396833801e+42,13.460117934987027,1.1290488651100758
COSMOS ,co2_01  ,3692,3692,1,2.0858846,1.9946201e-16,4.67452e-17,1.7747175e-16,1.8182838e-17,-1.040198521758137,0.5793922095265921,Star-forming,1.6195907312847293,8.211730965988886,0.01881675027418697,4.2670051684451025,0.37127593113963786,1.1509553865328774,1.1509553865328774,4.737960475434802e-16,1.5928283435027425e+43,125.83343913671665,2.0997960664095676
COSMOS ,co2_01  ,4611,4611,1,2.4413538,1.1014357e-16,3.0813028e-17,4.7887184e-17,2.1816349e-17,-0.7031770763561485,0.19148492057406813,Star-forming,0.8946619969302165,8.44370816098233,0.029295126133378417,3.5745779350215106,0.20696311349683058,0.6415856518401748,0.6415856518401748,1.78404506182584e-16,8.790606337444345e+42,69.44579006581033,1.8416459231246687
COSMOS ,co2_01  ,2813,2813,1,2.3168428,4.4435339e-17,1.1695718e-17,1.635519e-17,6.1035546e-18,-0.8621456638228366,0.14562870543891301,Star-forming,1.0077743692617496,8.40751220183624,0.08853202957550144,3.799282694743495,0.2635375563050763,0.8169664245457365,0.8169664245457365,8.211613589383302e-17,3.5638747398711944e+42,28.154610444982435,1.4495495226994057
COSMOS ,co2_01  ,4146,4146,1,2.4409523,3.999468e-17,1.3580158e-17,2.9217848e-17,5.9213581e-18,-0.8295809000549561,0.3327434025936941,Star-forming,1.1623243026486503,8.358056223152433,0.04781673289938763,2.9450820822555968,0.027203782832303968,0.08433172678014231,0.08433172678014231,4.261205261052425e-17,2.0988068507094232e+42,16.580574120604442,1.2195995643984294
COSMOS ,co2_01  ,896,896,1,2.290341,3.0281305e-17,1.0365324e-17,3.1252672e-17,3.917574e-18,-0.8881573788302805,0.4793042721596192,Star-forming,1.3674616509898996,8.292412271683233,0.057048560840822916,2.9214045793455177,0.019712975564414616,0.06111022424968531,0.06111022424968531,3.170473436267642e-17,1.338099844646557e+42,10.5709887727078,1.0241156115692132
COSMOS ,co2_01  ,144,144,1,1.6774979,1.7756235e-18,4.3131733e-18,1.4091208e-17,3.2669945e-18,0.26479751915271255,0.5141513174449697,AGN,0.24935379829225712,8.650206784546478,0.173680806383903,0.41167450888189444,-1.7987437116637301,-5.576105506157564,0.0,1.7756235e-18,3.503423418724323e+40,0.2767704500792215,-0.5578802800122443
COSMOS ,co2_01  ,171,144,2,2.3136268,8.0545194e-18,4.7301633e-18,1.0342729e-17,1.5312413e-18,-0.7209959976869527,0.33975901125929847,Star-forming,1.0607550089462512,8.3905583971372,0.12811913203784858,1.7027994361209475,-0.4812019988029439,-1.4917261962891262,0.0,8.0545194e-18,3.483929381441528e+41,2.752304211338807,0.43969643465215996
COSMOS ,co2_01  ,2499,2499,1,2.3156579,1.4385497e-17,2.0282005e-18,4.6429215e-18,9.12771e-18,-0.1975630372970442,0.3596804554684796,AGN,0.5572434927655238,8.551682082315033,0.14714953974062675,7.09273910542868,0.8428375047340526,2.612796264675563,2.612796264675563,1.0253601281341528e-16,4.444583919078903e+42,35.11221296072333,1.545458201904658
COSMOS ,co2_01  ,1681,1681,1,2.2998688,4.409586e-17,8.3663149e-18,2.8104307e-17,9.0556755e-18,-0.6874769653854651,0.526238673889418,Composite,1.2137156392748831,8.341610995432038,0.037603353741364844,5.270643111939284,0.5673025148421453,1.7586377960106505,1.7586377960106505,1.6538951059279096e-16,7.05098639866789e+42,55.70279254947633,1.7458769682155084
COSMOS ,co2_01  ,1713,1681,3,2.2985413,7.1522996e-18,9.9087707e-18,8.1076079e-17,1.4243935e-18,-0.7008157149969687,0.912872958717331,AGN,1.6136886737142997,8.213619624411425,0.3472040806156243,0.7218150279731471,-1.2776498150216173,-3.960714426567014,0.0,7.1522996e-18,3.0449406407737673e+41,2.405503106211276,0.3812059220407222
COSMOS ,co2_03  ,10701,10701,1,2.1945384,1.0019245e-16,3.3094308e-17,2.2738025e-16,3.7860214e-18,-1.422651932083966,0.8369994351983114,Star-forming,2.2596513672822773,8.006911562469671,0.06674200688207473,3.027482852942567,0.05281123704256138,0.1637148348319403,0.1637148348319403,1.1331306016830663e-16,4.310689949003277e+42,34.054450597125886,1.532173878171373
COSMOS ,co2_03  ,13785,13785,1,2.1508389,2.9532978e-17,9.6119849e-18,2.6404394e-17,5.0956267e-18,-0.763109637320088,0.43886312469031113,Star-forming,1.201972762010399,8.345368716156672,0.03891205917485164,3.072516062733307,0.06651309588275219,0.20619059723653177,0.20619059723653177,3.448406816615881e-17,1.2491967416273584e+42,9.86865425885613,0.9942579340475267
COSMOS ,co2_03  ,12574,12574,1,2.4106162,4.0979487e-18,9.6827922e-19,1.4557423e-18,2.4036414e-18,-0.2316968417657807,0.1770838899627048,Composite,0.4087807317284855,8.599190165846885,0.30308158773868893,4.232197299452528,0.36367494146495777,1.127392318541369,1.127392318541369,9.563251079564417e-18,4.569705004634851e+41,3.610066953661532,0.5575152565693984
COSMOS ,co2_03  ,10730,10730,1,2.5620115,5.0163423e-17,6.7952173e-18,3.8958599e-18,1.1210759e-17,-0.6507521472218839,-0.24160001860788954,Star-forming,0.40915212861399436,8.599071318843523,0.10325157005527565,7.38216613028696,0.8799525241932666,2.7278528249991267,2.7278528249991267,3.8985141804078324e-16,2.1587415983992738e+43,170.54058627354263,2.2318277516396985
COSMOS ,co2_03  ,12015,12015,1,2.096877,1.3320249e-16,5.9370282e-17,3.7022946e-16,4.2188359e-18,-1.4993197103622926,0.7949018618262647,Star-forming,2.2942215721885573,7.995849096899662,0.03934828371299032,2.2435886358094104,-0.225262396512203,-0.6983134291878293,0.0,1.3320249e-16,4.5357800097500973e+42,35.832662077025766,1.5542790739326817
COSMOS ,co2_03  ,13899,13899,1,2.1671588,1.0235785e-16,2.4997154e-17,2.5537571e-17,2.4513746e-17,-0.620711473240206,0.009289021301396038,Star-forming,0.6300004945416021,8.528399841746687,0.040207696080973694,4.094780149772251,0.33304392343049044,1.0324361626345204,1.0324361626345204,2.224137361773644e-16,8.206606992913032e+42,64.83219524401295,1.8117907272364087
COSMOS ,co2_03  ,13985,13985,1,2.1658998,1.9997047e-16,3.8230618e-17,4.6927773e-17,4.3483599e-17,-0.6626403852663784,0.08901862639378058,Star-forming,0.7516590116601589,8.489469116268749,0.01859843017471482,5.23063660650215,0.5602318712624424,1.7367188009135717,1.7367188009135717,7.377692008408966e-16,2.718368776046668e+43,214.75113330768679,2.331935464414693
COSMOS ,co2_03  ,13904,13904,1,2.3088574,3.112329e-17,7.7063435e-18,1.6310121e-17,4.972014e-18,-0.7965531565736284,0.3256088197488405,Star-forming,1.1221619763224688,8.370908167576811,0.052628354821305366,4.038658541498961,0.32023739974026216,0.9927359391948127,0.9927359391948127,6.563957311231356e-17,2.825011024723942e+42,22.31758709531914,1.3486472383016261
COSMOS ,co2_03  ,11075,11075,1,2.2200758,2.4319372e-17,6.7090979e-18,1.8102783e-17,4.9978328e-18,-0.6871706330152997,0.43108121631017143,Star-forming,1.1182518493254712,8.37215940821585,0.08459206844114679,3.624834867888871,0.21991921712170828,0.6817495730772957,0.6817495730772957,4.059855756153726e-17,1.5885314573604912e+42,12.54939851314788,1.0986229107827263
COSMOS ,co2_03  ,11114,11075,4,2.3633108,3.6957361e-17,7.7948104e-18,1.0504814e-17,8.553929e-18,-0.6355353109866869,0.1295828111907534,Star-forming,0.7651181221774404,8.48516220090322,0.08939813277628357,4.741277735248057,0.46907983568288536,1.4541474906169447,1.4541474906169447,1.1025790744602579e-16,5.021426430814105e+42,39.66926880343143,1.5984541954940261
COSMOS ,co2_03  ,12081,12081,1,2.5273464,3.2227609e-17,8.1905062e-18,3.9521546e-17,1.1172278e-17,-0.46008635222488964,0.6835231815317689,AGN,1.1436095337566585,8.36404494919787,0.03812601743801794,3.9347517983687013,0.2960498064345963,0.9177543999472485,0.9177543999472485,6.424369181368989e-17,3.4421374919042496e+42,27.19288618604357,1.4344553049817927
COSMOS ,co2_03  ,11223,11223,1,2.1032228,1.090914e-16,2.295601e-17,2.6772742e-17,7.1625242e-17,-0.18272441288272376,0.06679644760317427,Composite,0.24952086048589803,8.650153324644513,0.019536955878423207,4.752193434311972,0.4712138393603429,1.460762902017063,1.460762902017063,3.270837141266497e-16,1.1220073315489653e+43,88.63857919236825,1.9476227860366595
COSMOS ,co2_03  ,12100,12100,1,2.1600096,2.0773466e-17,1.3580831e-17,5.4101037e-17,2.287731e-18,-0.9581040063638208,0.6002792447897632,Star-forming,1.558383251153584,8.231317359630854,0.1745320377962931,1.5296167075490448,-0.5807337916697823,-1.8002747541763253,0.0,2.0773466e-17,7.603590222710726e+41,6.006836275941473,0.7786457948532673
COSMOS ,co2_03  ,15286,15286,1,2.446859,3.6230186e-17,9.7221148e-18,1.4439595e-17,2.0727921e-17,-0.24251481887772597,0.17179426739106113,Composite,0.4143090862687871,8.597421092393988,0.04526661286283457,3.7265745925978986,0.2456063793486264,0.7613797759807418,0.7613797759807418,6.421318616905062e-17,3.181311769748708e+42,25.132362981014793,1.4002333235058375
COSMOS ,co2_03  ,10567,10567,1,2.3775852,2.3041116e-17,7.5995452e-18,2.9530677e-17,3.1579346e-18,-0.8631003787404663,0.5894858010089041,Star-forming,1.4525861797493704,8.265172422480202,0.06327409767442109,3.0319072251850017,0.0541663992406156,0.16791583764590837,0.16791583764590837,2.6140862119581332e-17,1.2080330175126818e+42,9.543460838350185,0.9797058957142991
COSMOS ,co2_03  ,12104,12104,1,2.1612377,6.3733803e-17,1.758659e-17,8.9724065e-17,2.7573054e-18,-1.363884962270665,0.7077273024129808,Star-forming,2.0716122646836457,8.067084075301233,0.11151490621601125,3.6240000477636656,0.21970547350353686,0.6810869678609643,0.6810869678609643,1.0634370152680968e-16,3.8978244150766695e+42,30.79281287910569,1.488449362890715
COSMOS ,co3_01  ,5242,5242,1,2.1714895,7.4714261e-17,1.4997671e-17,2.3614419e-17,1.0869529e-17,-0.8371927796125341,0.19715344246763314,Star-forming,1.0343462220801674,8.399009208934347,0.05274644321298402,4.9817242290486305,0.5149864309885848,1.5964579360646127,1.5964579360646127,2.480674448576813e-16,9.197746719967634e+42,72.6621990877443,1.8613085374466012
COSMOS ,co3_01  ,5252,5242,2,2.1443303,5.1831511e-17,4.1782107e-18,3.0020891e-17,8.5417597e-18,-0.7830465201153219,0.8564332407463509,AGN,1.639479760861673,8.205366476524265,0.4054781801169763,12.405193208662263,1.3616185888688608,4.221017625493468,4.221017625493468,1.2375190172886804e-15,4.4500029260394196e+43,351.5502311571141,2.5459873878359476
COSMOS ,co3_01  ,3106,3106,1,2.1065435,2.2377325e-17,4.8192632e-18,1.8776446e-17,1.0677023e-17,-0.3213579911863106,0.590632747004876,AGN,0.9119907381911866,8.43816296377882,0.13597013361592106,4.643308338087864,0.44970404005285103,1.3940825241638382,1.3940825241638382,6.38129258964947e-17,2.1974271736957274e+42,17.359674672196245,1.2395415820505036
COSMOS ,co3_01  ,5053,5053,1,2.2264895,8.7660161e-17,1.4083137e-17,3.9808869e-17,1.5615022e-17,-0.7492596635164879,0.4512804350265099,Star-forming,1.2005400985429977,8.345827168466242,0.06808601155842647,6.224476904541935,0.7216598861804822,2.237145647159495,2.237145647159495,4.711097243624006e-16,1.8563205980058704e+43,146.64932724246376,2.166280074984107
COSMOS ,co3_01  ,3046,3046,1,2.3079832,5.3977319e-17,9.1281458e-18,2.7227841e-17,8.6316126e-18,-0.7961193694687771,0.47463063756207263,Star-forming,1.2707500070308497,8.323359997750128,0.05534922284608545,5.913284053810797,0.6740656162032009,2.089603410229923,2.089603410229923,2.5963648047180184e-16,1.1164026067672627e+43,88.19580593461374,1.945447933173065
COSMOS ,co3_01  ,3121,3121,1,2.0844066,2.6799726e-17,6.0483884e-18,3.9653918e-17,6.4195205e-18,-0.6206277637656098,0.8166464323756951,AGN,1.437274196141305,8.270072257234784,0.06845648381099868,4.430887077291532,0.4062492497792344,1.2593726743156266,1.2593726743156266,6.906445588132357e-17,2.3178321906688074e+42,18.310874306283576,1.262709081457852
COSMOS ,co3_01  ,995,995,1,2.2336228,1.8154994e-17,4.2364487e-18,2.1717828e-17,2.5709887e-18,-0.8488959418824442,0.7098144374805282,Composite,1.5587103793629724,8.23121267860385,0.1232537845013612,4.285427556339818,0.37527377088565544,1.1633486897455318,1.1633486897455318,4.352844630861473e-17,1.7285453885534066e+42,13.655508569571913,1.135307879125756
